Village_ID,Village_Name,District,State,Latitude,Longitude,Population,Male_Population,Female_Population,Elderly_Population,Child_Population,Hospital_Name,Facility_Type,Doctors_Count,Nurses_Count,Beds_Available,Emergency_Service,Distance_to_Hospital_km,Average_Travel_Time_min,Road_Connectivity,Ambulance_Availability,Accessibility_Score,Healthcare_Risk_Level,Doctor_Shortage_Flag,Underserved_Area_Flag,Monthly_Patient_Count,road_speed_kmph,risk_norm,Emergency_Service_bin,Ambulance_Availability_bin,Doctor_Shortage_Flag_bin,Underserved_Area_Flag_bin,need_score,Latitude_orig,Longitude_orig
V02015,Village_6496,Indore,Madhya Pradesh,22.564331561400344,76.06585357135266,15214,7335,7879,1061,4825,Indore_Medical_Center,PHC,3,28,228,No,37.6,119.28,Good,No,46,Medium,Yes,No,3318,40.0,0.5,0,0,1,0,0.5454,18.295331,85.010261
V02016,Village_5216,Pune,Maharashtra,18.07923896908187,74.66600342357532,2467,1253,1214,273,641,Pune_Care_Center,PHC,10,9,226,Yes,23.65,78.19,Average,No,78,Low,No,No,1564,25.0,0.2,1,0,0,0,0.1425,20.918897,83.774136
V02017,Village_2866,Gaya,Bihar,24.6511146178682,85.12596955735997,24162,12431,11731,2861,5489,Gaya_Health_Center,PHC,11,66,227,No,54.9,186.61,Poor,Yes,20,High,No,Yes,4354,12.0,1.0,0,1,0,1,0.9258,22.986185,73.084511
V02018,Village_8423,Nagpur,Maharashtra,20.77796892416611,79.45604862541519,8851,4314,4537,581,2760,Nagpur_Health_Center,District Hospital,36,51,156,Yes,22.06,99.19,Good,No,96,Low,No,No,191,40.0,0.2,1,0,0,0,0.1971,20.837726,72.482758
V02019,Village_9154,Muzaffarpur,Bihar,26.09291522396083,85.41185555544783,1775,877,898,207,507,Muzaffarpur_Health_Center,PHC,36,53,277,Yes,30.07,132.11,Average,Yes,86,Low,No,No,4906,25.0,0.2,1,1,0,0,0.1067,24.951962,77.498765
V02020,Village_3839,Udaipur,Rajasthan,24.093168115776393,74.18331032977157,11919,5988,5931,1093,3916,Udaipur_Care_Center,CHC,28,5,22,Yes,23.59,60.42,Poor,No,90,Low,No,No,4911,12.0,0.2,1,0,0,0,0.2674,21.29584,79.721098
V02021,Village_2237,Jabalpur,Madhya Pradesh,23.33641734039284,80.45097331027375,20670,10087,10583,2303,4600,Jabalpur_Health_Center,PHC,5,24,237,Yes,48.35,135.45,Average,No,34,High,No,Yes,4134,25.0,1.0,1,0,0,1,0.8243,24.021341,81.990597
V02022,Village_2834,Indore,Madhya Pradesh,22.742690303834472,75.6820468491328,7967,4123,3844,630,1554,Indore_Health_Center,District Hospital,25,11,168,Yes,9.77,40.05,Average,No,100,Low,No,No,2243,25.0,0.2,1,0,0,0,0.1701,19.360516,74.258198
V02023,Village_9356,Bhopal,Madhya Pradesh,23.679507486963686,77.22161320903037,4605,2390,2215,231,1040,Bhopal_Medical_Center,PHC,11,58,42,Yes,37.31,134.53,Good,No,42,High,No,No,2574,40.0,1.0,1,0,0,0,0.5269,22.026935,84.654836
V02024,Village_3224,Jaipur,Rajasthan,27.234384756917343,76.02047804548958,14667,7342,7325,1233,4948,Jaipur_Care_Center,PHC,1,68,14,No,20.09,72.84,Poor,Yes,63,Medium,Yes,No,4260,12.0,0.5,0,1,1,0,0.4851,25.674873,86.545255
V02025,Village_5387,Nashik,Maharashtra,20.53423885516753,74.58282356003313,2026,988,1038,141,653,Nashik_Health_Center,PHC,36,16,29,No,21.01,103.85,Poor,Yes,90,Low,No,No,3639,12.0,0.2,0,1,0,0,0.099,26.614766,80.291411
V02026,Village_4020,Jaipur,Rajasthan,26.698005912783767,75.1633928175844,4962,2536,2426,595,975,Jaipur_Medical_Center,CHC,37,40,219,Yes,2.3,5.55,Poor,Yes,100,Low,No,No,3623,12.0,0.2,1,1,0,0,0.1189,26.213311,86.081568
V02027,Village_5231,Gwalior,Madhya Pradesh,26.22231024064072,77.83741970371408,6224,3113,3111,376,1845,Gwalior_Medical_Center,CHC,37,69,102,No,24.4,60.42,Average,No,100,Low,No,No,2729,25.0,0.2,0,0,0,0,0.1404,23.263091,83.043877
V02028,Village_3820,Jaipur,Rajasthan,26.587161516906253,76.07113081369403,14239,6837,7402,1288,2564,Jaipur_Care_Center,PHC,17,57,194,No,25.62,104.03,Average,Yes,75,Low,No,No,4296,25.0,0.2,0,1,0,0,0.3518,21.516688,79.855498
V02029,Village_1371,Pune,Maharashtra,17.989269860561638,74.89890264130707,10852,5634,5218,1016,3520,Pune_Health_Center,PHC,33,52,153,No,39.31,125.55,Average,Yes,69,Medium,No,No,4716,25.0,0.5,0,1,0,0,0.4022,19.297512,83.58576
V02030,Village_3132,Gaya,Bihar,24.706871432870017,84.81102144416994,5664,2910,2754,292,1978,Gaya_Health_Center,District Hospital,36,64,202,Yes,16.03,76.15,Average,Yes,100,Low,No,No,3074,25.0,0.2,1,1,0,0,0.1309,24.025511,81.096167
V02031,Village_6252,Jabalpur,Madhya Pradesh,23.196636677852947,80.32834899733939,19328,9584,9744,1648,3522,Jabalpur_Health_Center,District Hospital,13,33,164,No,53.19,112.15,Good,No,39,High,No,Yes,1253,40.0,1.0,0,0,0,1,0.7865,23.701403,86.808143
V02032,Village_9941,Jabalpur,Madhya Pradesh,23.185718407691688,79.75063267597088,18209,8831,9378,1129,4619,Jabalpur_Health_Center,CHC,25,27,96,No,22.86,108.5,Average,Yes,79,Low,No,No,2066,25.0,0.2,0,1,0,0,0.4074,21.92032,74.611721
V02033,Village_2358,Indore,Madhya Pradesh,22.661952286683793,76.18989529405819,7202,3592,3610,476,1607,Indore_Medical_Center,PHC,40,46,178,Yes,38.45,131.15,Poor,Yes,77,Low,No,No,1199,12.0,0.2,1,1,0,0,0.2261,26.145766,84.534795
V02034,Village_2440,Jaipur,Rajasthan,26.577603284385155,75.96777335639214,16388,8192,8196,1597,3024,Jaipur_Care_Center,District Hospital,19,48,14,No,8.88,28.06,Poor,No,100,Low,No,No,1849,12.0,0.2,0,0,0,0,0.3134,22.093482,84.43112
V02035,Village_5618,Patna,Bihar,25.556224009277617,84.82585303908299,24323,11915,12408,1340,7450,Patna_Care_Center,PHC,8,69,225,No,50.44,214.13,Average,Yes,15,High,No,Yes,2205,25.0,1.0,0,1,0,1,0.9435,21.798259,79.781638
V02036,Village_3224,Gwalior,Madhya Pradesh,26.07920580070602,78.35667376051167,3195,1624,1571,181,934,Gwalior_Care_Center,CHC,1,31,265,No,15.77,66.63,Poor,Yes,81,Low,Yes,No,4574,12.0,0.2,0,1,1,0,0.1459,18.160593,73.358925
V02037,Village_8793,Gwalior,Madhya Pradesh,26.031156763929438,77.72498153384811,21844,11143,10701,2077,4631,Gwalior_Medical_Center,CHC,10,19,171,Yes,13.49,36.13,Poor,Yes,96,Low,No,No,4134,12.0,0.2,1,1,0,0,0.4183,20.373099,77.761335
V02038,Village_3973,Gwalior,Madhya Pradesh,26.058297190987812,78.61227321068034,16441,8191,8250,1238,4844,Gwalior_Care_Center,PHC,7,68,274,No,52.76,135.07,Good,No,34,High,No,Yes,3200,40.0,1.0,0,0,0,1,0.7523,21.887784,72.557526
V02039,Village_7491,Varanasi,Uttar Pradesh,25.385665414556016,82.872553642117,24814,12670,12144,2090,7976,Varanasi_Health_Center,PHC,2,38,241,No,20.54,83.48,Poor,Yes,72,Medium,Yes,No,2648,12.0,0.5,0,1,1,0,0.6309,23.970482,84.665531
V02040,Village_1917,Gwalior,Madhya Pradesh,26.032423619994194,78.41232335751906,14060,7072,6988,1640,4513,Gwalior_Medical_Center,District Hospital,12,69,179,No,15.24,59.98,Good,Yes,90,Low,No,No,3538,40.0,0.2,0,1,0,0,0.3038,20.794379,73.299421
V02041,Village_7742,Jabalpur,Madhya Pradesh,23.001458192329697,79.8142796226364,16085,8135,7950,1395,5064,Jabalpur_Medical_Center,District Hospital,34,57,115,No,43.34,183.71,Good,Yes,50,Medium,No,No,2787,40.0,0.5,0,1,0,0,0.5483,23.565602,76.649222
V02042,Village_2059,Jodhpur,Rajasthan,26.256140182114443,72.72571250268862,5260,2674,2586,386,1338,Jodhpur_Care_Center,District Hospital,22,8,49,No,37.51,126.85,Average,No,55,Medium,No,No,4238,25.0,0.5,0,0,0,0,0.349,19.238754,82.79494
V02043,Village_6784,Udaipur,Rajasthan,24.524814855059088,73.99948683170832,11070,5652,5418,989,3163,Udaipur_Health_Center,District Hospital,30,12,250,Yes,33.68,131.18,Good,Yes,76,Low,No,No,290,40.0,0.2,1,1,0,0,0.2949,22.951266,82.316871
V02044,Village_5186,Nashik,Maharashtra,20.592644235998485,74.67564256995607,7329,3665,3664,575,1837,Nashik_Care_Center,CHC,12,42,48,No,19.99,59.37,Average,Yes,79,Low,No,No,450,25.0,0.2,0,1,0,0,0.2222,25.803367,84.275505
V02045,Village_8295,Udaipur,Rajasthan,24.74414289684573,73.16613832244153,4716,2382,2334,494,1643,Udaipur_Care_Center,District Hospital,33,3,5,Yes,43.08,167.73,Average,No,48,Medium,No,No,4063,25.0,0.5,1,0,0,0,0.3607,20.456075,82.543328
V02046,Village_7939,Bhagalpur,Bihar,25.17000453605731,86.89313787763749,12954,6582,6372,764,2986,Bhagalpur_Medical_Center,PHC,3,46,63,Yes,27.94,105.03,Good,No,51,Medium,Yes,No,2197,40.0,0.5,1,0,1,0,0.492,19.620373,75.474293
V02047,Village_6366,Varanasi,Uttar Pradesh,25.476335026264163,82.77574051738125,9102,4712,4390,750,2683,Varanasi_Medical_Center,CHC,32,58,113,No,15.79,65.79,Good,No,100,Low,No,No,493,40.0,0.2,0,0,0,0,0.1894,22.788292,79.713704
V02048,Village_1148,Lucknow,Uttar Pradesh,26.809059676912028,81.05552091172727,11315,5752,5563,1033,3189,Lucknow_Health_Center,PHC,31,63,43,No,38.14,154.74,Good,Yes,56,Medium,No,No,4822,40.0,0.5,0,1,0,0,0.4491,18.768052,82.565791
V02049,Village_8886,Jaipur,Rajasthan,26.772953177100792,75.57601496193443,10157,5280,4877,787,3050,Jaipur_Health_Center,District Hospital,32,36,247,No,9.94,45.07,Poor,Yes,100,Low,No,No,2474,12.0,0.2,0,1,0,0,0.2074,19.077363,86.971724
V02050,Village_7390,Kanpur,Uttar Pradesh,26.368081609676217,80.50966722237406,15367,7683,7684,1639,4810,Kanpur_Medical_Center,PHC,14,21,183,Yes,45.67,144.34,Poor,No,41,High,No,No,3749,12.0,1.0,1,0,0,0,0.713,25.952195,77.214796
V02051,Village_4389,Gwalior,Madhya Pradesh,26.06225233744283,78.05631943085871,11991,6105,5886,997,3300,Gwalior_Care_Center,District Hospital,4,65,95,No,31.83,85.05,Poor,No,55,Medium,Yes,No,3501,12.0,0.5,0,0,1,0,0.4636,25.570237,76.288472
V02052,Village_7207,Pune,Maharashtra,18.789218330401344,73.48519113230606,4389,2152,2237,433,1378,Pune_Care_Center,District Hospital,26,32,59,No,46.49,148.05,Average,No,45,Medium,No,No,4852,25.0,0.5,0,0,0,0,0.3642,24.282322,76.090665
V02053,Village_2042,Nagpur,Maharashtra,21.460254350710485,79.280520845205,22129,11157,10972,1628,7326,Nagpur_Health_Center,PHC,2,9,206,No,12.85,31.29,Good,Yes,91,Low,Yes,No,562,40.0,0.2,0,1,1,0,0.4381,24.109404,78.221453
V02054,Village_1908,Gwalior,Madhya Pradesh,25.911201658483918,77.7164906304411,11345,5826,5519,965,2216,Gwalior_Medical_Center,District Hospital,24,27,248,No,45.17,224.98,Poor,Yes,34,High,No,Yes,1436,12.0,1.0,0,1,0,1,0.6656,21.284014,74.561465
V02055,Village_9914,Kota,Rajasthan,24.826188072114505,76.49785460607988,14363,7147,7216,1189,2734,Kota_Health_Center,CHC,34,6,247,Yes,6.26,15.94,Poor,No,100,Low,No,No,1599,12.0,0.2,1,0,0,0,0.279,20.930922,83.26085
V02056,Village_1813,Bhopal,Madhya Pradesh,23.607239582359842,77.53417838246015,23023,11168,11855,1549,7181,Bhopal_Care_Center,PHC,9,52,265,Yes,34.74,118.56,Average,No,57,Medium,No,No,4564,25.0,0.5,1,0,0,0,0.6454,19.409436,75.99542
V02057,Village_2240,Kota,Rajasthan,25.3684585084687,76.20941612055803,13286,6642,6644,742,2697,Kota_Medical_Center,PHC,34,36,93,No,42.32,166.67,Good,No,54,Medium,No,No,3086,40.0,0.5,0,0,0,0,0.4886,24.775995,79.56674
V02058,Village_3541,Gaya,Bihar,24.631754854351534,85.18448658058131,8712,4423,4289,656,1760,Gaya_Medical_Center,CHC,36,64,18,Yes,52.31,245.58,Good,Yes,23,High,No,Yes,1552,40.0,1.0,1,1,0,1,0.6538,24.910009,80.751008
V02059,Village_4859,Jodhpur,Rajasthan,26.671000245768656,72.74855631866168,13192,6833,6359,1161,3358,Jodhpur_Medical_Center,CHC,7,49,104,No,21.69,102.3,Poor,No,64,Medium,No,No,4411,12.0,0.5,0,0,0,0,0.457,22.359819,74.506379
V02060,Village_5359,Bhagalpur,Bihar,25.09637217655805,87.22847092165377,15012,7372,7640,1128,2788,Bhagalpur_Medical_Center,PHC,34,33,57,Yes,45.73,218.13,Good,No,36,High,No,Yes,4522,40.0,1.0,1,0,0,1,0.722,22.737018,72.785883
V02061,Village_7604,Jabalpur,Madhya Pradesh,23.249635020736545,80.39127833146617,11674,5985,5689,1353,3590,Jabalpur_Medical_Center,District Hospital,22,16,11,No,19.88,40.39,Good,No,92,Low,No,No,2229,40.0,0.2,0,0,0,0,0.2572,23.350867,84.85945
V02062,Village_8131,Bhagalpur,Bihar,25.28069307713944,87.08259390019403,4101,2064,2037,333,1303,Bhagalpur_Medical_Center,District Hospital,28,50,104,No,49.97,217.74,Average,No,28,High,No,Yes,2560,25.0,1.0,0,0,0,1,0.5603,20.180132,75.508128
V02063,Village_5530,Gwalior,Madhya Pradesh,26.110437090521938,78.2690961904933,20311,10081,10230,1340,6945,Gwalior_Medical_Center,PHC,10,57,92,Yes,30.62,117.84,Good,No,54,Medium,No,No,1793,40.0,0.5,1,0,0,0,0.6082,19.631864,79.758772
V02064,Village_5012,Udaipur,Rajasthan,24.617374923088825,73.69209213729829,10946,5686,5260,585,3763,Udaipur_Care_Center,District Hospital,19,3,168,No,54.59,109.82,Average,Yes,45,Medium,No,No,4717,25.0,0.5,0,1,0,0,0.4758,18.237786,79.651215
V02065,Village_2245,Indore,Madhya Pradesh,22.54700854547551,75.86313166704217,10336,5108,5228,941,2652,Indore_Health_Center,CHC,2,70,167,No,35.26,134.68,Good,No,41,High,Yes,No,3285,40.0,1.0,0,0,1,0,0.6274,22.362205,83.53114
V02066,Village_4358,Jabalpur,Madhya Pradesh,23.13375851765661,80.50292043237857,21619,10758,10861,1881,5178,Jabalpur_Health_Center,CHC,33,46,190,No,27.71,75.77,Poor,No,95,Low,No,No,3297,12.0,0.2,0,0,0,0,0.4175,20.375514,84.682335
V02067,Village_4983,Aurangabad,Maharashtra,19.897711811520587,75.05046032751248,19997,9854,10143,1474,4452,Aurangabad_Health_Center,CHC,18,32,229,No,38.77,86.77,Good,No,68,Medium,No,No,695,40.0,0.5,0,0,0,0,0.5609,21.99938,78.13581
V02068,Village_9983,Jaipur,Rajasthan,26.707892289909722,76.00840151690471,19941,10235,9706,1651,4854,Jaipur_Medical_Center,District Hospital,35,30,69,Yes,44.1,195.89,Good,Yes,45,Medium,No,No,2448,40.0,0.5,1,1,0,0,0.6289,20.913186,72.196724
V02069,Village_8178,Patna,Bihar,25.46909208657561,85.06334229238055,9040,4476,4564,800,2064,Patna_Health_Center,District Hospital,37,10,297,No,14.22,41.36,Good,No,100,Low,No,No,3944,40.0,0.2,0,0,0,0,0.1883,19.131165,82.523327
V02070,Village_4087,Pune,Maharashtra,18.971271438363388,73.83956789172464,21490,10516,10974,2485,7193,Pune_Health_Center,CHC,16,27,195,No,52.76,136.34,Poor,No,38,High,No,Yes,4894,12.0,1.0,0,0,0,1,0.8263,20.823916,86.509536
V02071,Village_7487,Jaipur,Rajasthan,27.099561766801724,75.72254614273456,6625,3313,3312,669,1327,Jaipur_Health_Center,PHC,34,64,291,Yes,29.84,116.01,Poor,No,89,Low,No,No,1659,12.0,0.2,1,0,0,0,0.1802,25.004408,84.588305
V02072,Village_5055,Gwalior,Madhya Pradesh,26.244669499568257,78.00040607443425,3053,1537,1516,252,663,Gwalior_Medical_Center,District Hospital,16,57,202,No,25.3,93.8,Poor,No,77,Low,No,No,552,12.0,0.2,0,0,0,0,0.1554,26.369397,87.617314
V02073,Village_6960,Muzaffarpur,Bihar,25.991355670347392,85.61794369628858,23184,11171,12013,2302,6540,Muzaffarpur_Care_Center,District Hospital,2,12,13,Yes,55.82,214.15,Poor,Yes,10,High,Yes,Yes,4333,12.0,1.0,1,1,1,1,0.9391,21.642853,74.363462
V02074,Village_5745,Kanpur,Uttar Pradesh,26.519454362135917,80.27748966171166,14142,6922,7220,1036,3277,Kanpur_Care_Center,District Hospital,23,56,260,No,8.14,27.48,Average,Yes,100,Low,No,No,2686,25.0,0.2,0,1,0,0,0.2752,19.481314,84.824748
V02075,Village_8542,Jaipur,Rajasthan,27.359265506655852,76.19431611524067,23474,11299,12175,2005,6223,Jaipur_Care_Center,CHC,22,42,107,No,41.75,184.5,Average,Yes,39,High,No,Yes,1262,25.0,1.0,0,1,0,1,0.857,21.048585,82.026494
V02076,Village_7077,Indore,Madhya Pradesh,22.939317798636942,75.6182160843373,2589,1322,1267,263,894,Indore_Health_Center,PHC,13,7,214,Yes,36.75,122.94,Good,Yes,56,Medium,No,No,4628,40.0,0.5,1,1,0,0,0.3005,20.858149,80.760151
V02077,Village_4000,Bhopal,Madhya Pradesh,23.152664844526782,77.43662044074323,17343,8924,8419,1499,4105,Bhopal_Health_Center,District Hospital,36,21,62,No,18.04,88.06,Poor,Yes,99,Low,No,No,4027,12.0,0.2,0,1,0,0,0.3327,18.76024,79.570141
V02078,Village_7981,Lucknow,Uttar Pradesh,26.888521332843673,80.80901764991219,24060,11733,12327,1262,8246,Lucknow_Health_Center,District Hospital,14,6,213,No,34.0,137.71,Poor,Yes,56,Medium,No,No,1112,12.0,0.5,0,1,0,0,0.666,25.005274,84.207344
V02079,Village_3652,Gwalior,Madhya Pradesh,26.25662590468163,78.261937676212,8019,4020,3999,639,2352,Gwalior_Care_Center,CHC,31,63,195,Yes,59.75,182.22,Average,No,35,High,No,Yes,2779,25.0,1.0,1,0,0,1,0.606,24.615119,84.054464
V02080,Village_1049,Patna,Bihar,25.39055807073664,85.67565174028752,11935,6179,5756,1229,3505,Patna_Health_Center,CHC,9,47,11,Yes,18.33,46.49,Poor,Yes,79,Low,No,No,2765,12.0,0.2,1,1,0,0,0.3006,23.653644,86.591121
V02081,Village_3478,Udaipur,Rajasthan,24.653897804537596,73.40574263366139,8421,4157,4264,718,2598,Udaipur_Health_Center,District Hospital,10,7,274,No,2.26,6.47,Good,Yes,100,Low,No,No,3924,40.0,0.2,0,1,0,0,0.1778,18.770824,72.948275
V02082,Village_2915,Gaya,Bihar,24.85175389064549,85.1603236581218,14806,7331,7475,1282,2964,Gaya_Medical_Center,PHC,6,45,192,No,38.15,187.23,Good,Yes,30,High,No,Yes,3018,40.0,1.0,0,1,0,1,0.7365,18.149813,76.407881
V02083,Village_1678,Nashik,Maharashtra,20.391803971215925,73.40586307079906,11719,5782,5937,832,3999,Nashik_Medical_Center,District Hospital,9,18,249,No,2.36,10.91,Poor,Yes,100,Low,No,No,2082,12.0,0.2,0,1,0,0,0.2339,20.791521,84.634127
V02084,Village_6706,Bhagalpur,Bihar,25.418516980596817,87.07655787649162,24306,12495,11811,2320,6466,Bhagalpur_Care_Center,District Hospital,15,52,113,Yes,34.18,109.73,Average,Yes,59,Medium,No,No,4277,25.0,0.5,1,1,0,0,0.6612,20.739612,77.203319
V02085,Village_1628,Aurangabad,Maharashtra,20.173798334100354,75.3295499200042,18669,9505,9164,1241,3565,Aurangabad_Health_Center,District Hospital,12,35,144,No,39.17,180.8,Poor,No,34,High,No,Yes,388,12.0,1.0,0,0,0,1,0.7903,24.321133,82.739096
V02086,Village_5257,Nashik,Maharashtra,19.923293384577132,73.82294104594665,13197,6446,6751,1497,3968,Nashik_Care_Center,CHC,36,55,258,Yes,38.29,173.32,Good,No,67,Medium,No,No,3684,40.0,0.5,1,0,0,0,0.4481,24.186823,78.023675
V02087,Village_4453,Aurangabad,Maharashtra,19.696416231326715,74.98489111670028,3908,1953,1955,199,1095,Aurangabad_Care_Center,CHC,27,70,292,No,7.06,33.04,Good,No,100,Low,No,No,4601,40.0,0.2,0,0,0,0,0.101,23.424644,82.869819
V02088,Village_1895,Nagpur,Maharashtra,21.281791799875144,78.59404267765156,4814,2384,2430,350,1625,Nagpur_Health_Center,PHC,24,58,123,Yes,7.59,34.9,Good,No,100,Low,No,No,4200,40.0,0.2,1,0,0,0,0.1164,19.145077,78.438956
V02089,Village_3821,Gwalior,Madhya Pradesh,26.20049445993953,77.8927248459695,6801,3478,3323,789,1899,Gwalior_Health_Center,District Hospital,38,41,255,Yes,17.53,37.01,Good,No,100,Low,No,No,1906,40.0,0.2,1,0,0,0,0.1502,22.196226,75.704642
V02090,Village_9127,Nagpur,Maharashtra,21.473451432487344,79.19485888127684,4581,2369,2212,240,1040,Nagpur_Health_Center,PHC,17,34,234,No,6.17,20.07,Good,No,100,Low,No,No,3623,40.0,0.2,0,0,0,0,0.1124,24.894552,77.919665
V02091,Village_6652,Muzaffarpur,Bihar,26.132867297341246,85.45030450931533,23853,12078,11775,2427,4875,Muzaffarpur_Health_Center,District Hospital,39,38,193,Yes,16.16,64.31,Poor,Yes,100,Low,No,No,4668,12.0,0.2,1,1,0,0,0.4405,26.388241,85.084819
V02092,Village_9290,Nagpur,Maharashtra,21.013664446259803,79.46715925910644,17395,8926,8469,1034,4914,Nagpur_Medical_Center,PHC,29,33,205,No,55.92,235.3,Average,Yes,24,High,No,Yes,4080,25.0,1.0,0,1,0,1,0.7986,24.031056,72.038891
V02093,Village_6095,Patna,Bihar,25.314156874105983,85.81295676598207,15805,7751,8054,1634,3571,Patna_Care_Center,CHC,8,26,185,No,12.29,30.29,Average,No,97,Low,No,No,3624,25.0,0.2,0,0,0,0,0.3125,18.77682,75.159313
V02094,Village_4404,Lucknow,Uttar Pradesh,26.975350399825516,80.91020936759507,18977,9303,9674,1112,5635,Lucknow_Health_Center,PHC,1,47,144,Yes,55.85,257.59,Poor,No,10,High,Yes,Yes,3112,12.0,1.0,1,0,1,1,0.8675,25.796442,77.428295
V02095,Village_9364,Bhopal,Madhya Pradesh,23.25011851492232,77.24662748649355,10474,5298,5176,909,2191,Bhopal_Care_Center,CHC,11,62,41,Yes,9.93,25.46,Average,Yes,96,Low,No,No,4437,25.0,0.2,1,1,0,0,0.2248,23.909176,75.390262
V02096,Village_3481,Pune,Maharashtra,18.618145836920547,73.97444190268926,14827,7395,7432,1209,3283,Pune_Health_Center,PHC,29,59,224,Yes,26.9,88.86,Poor,No,91,Low,No,No,3252,12.0,0.2,1,0,0,0,0.3139,23.225707,85.512379
V02097,Village_8500,Udaipur,Rajasthan,24.513803009714575,73.38409625122338,11141,5607,5534,674,3094,Udaipur_Health_Center,District Hospital,40,26,42,Yes,12.87,44.62,Poor,No,100,Low,No,No,3403,12.0,0.2,1,0,0,0,0.2241,26.893707,85.268054
V02098,Village_1074,Jabalpur,Madhya Pradesh,23.47936474695405,80.09689644569262,24003,11838,12165,1879,6045,Jabalpur_Health_Center,District Hospital,33,28,100,Yes,2.87,6.39,Good,Yes,100,Low,No,No,2897,40.0,0.2,1,1,0,0,0.443,22.352971,81.549968
V02099,Village_1675,Kanpur,Uttar Pradesh,26.269623064621396,80.35863367596818,8295,4165,4130,724,1760,Kanpur_Care_Center,District Hospital,21,14,267,Yes,1.93,6.16,Average,Yes,100,Low,No,No,577,25.0,0.2,1,1,0,0,0.1757,20.245778,74.162752
V02100,Village_9204,Pune,Maharashtra,19.022421646337556,73.72185025460468,18818,9662,9156,1912,5353,Pune_Health_Center,PHC,5,16,186,Yes,17.29,80.5,Good,No,76,Low,No,No,809,40.0,0.2,1,0,0,0,0.4268,21.235315,75.937122
V02101,Village_1352,Patna,Bihar,25.57684326040899,84.87189895210473,23577,11673,11904,1882,6248,Patna_Care_Center,PHC,25,47,35,Yes,18.09,38.24,Good,No,99,Low,No,No,4150,40.0,0.2,1,0,0,0,0.4388,25.287652,76.975029
V02102,Village_3369,Jodhpur,Rajasthan,26.865354082700183,73.46766344888688,12539,6071,6468,1313,4374,Jodhpur_Care_Center,CHC,7,33,177,No,3.54,11.5,Good,Yes,100,Low,No,No,4032,40.0,0.2,0,1,0,0,0.2479,18.298492,77.169251
V02103,Village_1289,Udaipur,Rajasthan,24.53427658936689,73.98125596036832,14432,7005,7427,1343,3882,Udaipur_Care_Center,District Hospital,40,63,186,No,11.85,57.69,Poor,No,100,Low,No,No,4469,12.0,0.2,0,0,0,0,0.2801,26.395007,72.793881
V02104,Village_2522,Prayagraj,Uttar Pradesh,25.432354297160522,81.74364151989602,14323,7194,7129,1527,4849,Prayagraj_Care_Center,CHC,3,58,120,Yes,28.79,74.51,Poor,No,61,Medium,Yes,No,4839,12.0,0.5,1,0,1,0,0.4853,26.311768,84.070848
V02105,Village_1164,Pune,Maharashtra,18.28731336058626,74.23275770286102,21251,10960,10291,1293,7125,Pune_Health_Center,District Hospital,26,24,208,No,47.97,165.36,Poor,Yes,47,Medium,No,No,2773,12.0,0.5,0,1,0,0,0.6452,22.431939,80.218654
V02106,Village_2034,Indore,Madhya Pradesh,22.819903003329934,75.70099923345816,9070,4414,4656,598,1813,Indore_Health_Center,PHC,10,28,93,No,8.98,30.18,Poor,Yes,98,Low,No,No,4955,12.0,0.2,0,1,0,0,0.1949,20.3033,73.794138
V02107,Village_9016,Kanpur,Uttar Pradesh,26.691643045558713,80.14243948621387,13552,6663,6889,1285,3604,Kanpur_Health_Center,CHC,24,36,237,No,33.22,72.16,Poor,Yes,84,Low,No,No,3467,12.0,0.2,0,1,0,0,0.3131,24.78169,75.466962
V02108,Village_8832,Jodhpur,Rajasthan,26.666999492717487,72.14129821689849,12981,6417,6564,1229,3143,Jodhpur_Care_Center,CHC,22,33,281,No,30.08,63.65,Poor,No,90,Low,No,No,544,12.0,0.2,0,0,0,0,0.2854,26.723757,81.87316
V02109,Village_8271,Lucknow,Uttar Pradesh,26.54142054443152,81.05846156511465,6245,3021,3224,696,1966,Lucknow_Health_Center,District Hospital,33,2,149,No,12.38,33.54,Average,No,100,Low,No,No,783,25.0,0.2,0,0,0,0,0.1408,20.381779,73.848509
V02110,Village_1507,Bhagalpur,Bihar,25.28511841236116,87.44235002354704,4469,2303,2166,435,1555,Bhagalpur_Care_Center,CHC,12,2,227,Yes,10.82,27.29,Average,Yes,100,Low,No,No,2363,25.0,0.2,1,1,0,0,0.1105,18.695357,78.203813
V02111,Village_7530,Prayagraj,Uttar Pradesh,25.176566476621897,81.83073850441338,8929,4368,4561,683,2051,Prayagraj_Medical_Center,PHC,13,15,8,No,4.76,10.74,Average,Yes,100,Low,No,No,2148,25.0,0.2,0,1,0,0,0.1865,20.847922,86.73985
V02112,Village_2804,Nagpur,Maharashtra,21.660071904060132,79.42381672692237,21282,10782,10500,1917,3935,Nagpur_Care_Center,District Hospital,1,2,175,Yes,25.37,84.3,Good,No,63,Medium,Yes,No,3088,40.0,0.5,1,0,1,0,0.5977,25.223122,87.963915
V02113,Village_2425,Kota,Rajasthan,25.03413446494902,76.1091612586523,16961,8683,8278,1131,3578,Kota_Care_Center,PHC,2,21,100,Yes,48.57,238.86,Average,No,10,High,Yes,Yes,3568,25.0,1.0,1,0,1,1,0.8332,18.488902,78.627411
